連	レン ・ つらなる ・ つらねる ・ つれる ・ -づれ	take along; lead; join; connect; party; gang; clique	general
人	ジン ・ ニン ・ ひと ・ -り ・ -と	person	general
場	ジョウ ・ チョウ ・ ば	location; place	general
初	ショ ・ はじめ ・ はじめて ・ はつ ・ はつ- ・ うい- ・ -そめる ・ -ぞめ	first time; beginning	general
所	ショ ・ ところ ・ -ところ ・ どころ ・ とこ	place	general
書	ショ ・ かく ・ -がき ・ -がき	write	general
助	ジョ ・ たすける ・ たすかる ・ すける ・ すけ	help; rescue; assist	general
女	ジョ ・ ニョ ・ ニョウ ・ おんな ・ め	woman; female	general
勝	ショウ ・ かつ ・ -がち ・ まさる ・ すぐれる ・ かつ	victory; win; prevail; excel	general
商	ショウ ・ あきなう	make a deal; selling; dealing in; merchant	general
小	ショウ ・ ちいさい ・ こ- ・ お- ・ さ-	little; small	general
少	ショウ ・ すくない ・ すこし	few; little	general
松	ショウ ・ まつ	pine tree	general
消	ショウ ・ きえる ・ けす	extinguish; blow out; turn off; neutralize; cancel	general
渉	ショウ ・ わたる	ford; ferry; port	general
証	ショウ ・ あかし	evidence; proof; certificate	general
象	ショウ ・ ゾウ ・ かたどる	elephant; pattern after; imitate; image; shape; sign (of the times)	general
賞	ショウ ・ ほめる	prize; reward; praise	general
上	ジョウ ・ ショウ ・ シャン ・ うえ ・ -うえ ・ うわ- ・ かみ ・ あげる ・ -あげる ・ あがる ・ -あがる ・ あがり ・ -あ	above; up	general
乗	ジョウ ・ ショウ ・ のる ・ -のり ・ のせる	ride; power; multiplication; record; counter for vehicles; board; mount; join	general
準	ジュン ・ じゅんじる ・ じゅんずる ・ なぞらえる ・ のり ・ ひとしい ・ みずもり	semi-; correspond to; proportionate to; conform; imitate	general
出	シュツ ・ スイ ・ でる ・ -で ・ だす ・ -だす ・ いでる ・ いだす	exit; leave	general
術	ジュツ ・ すべ	art; technique; skill; means; trick; resources; magic	general
述	ジュツ ・ のべる	mention; state; speak; relate	general
衆	シュウ ・ シュ ・ おおい	masses; great numbers; multitude; populace	general
集	シュウ ・ あつまる ・ あつめる ・ つどう	gather; meet; congregate; swarm; flock	general
住	ジュウ ・ ヂュウ ・ チュウ ・ すむ ・ すまう ・ -ずまい	dwell; reside; live; inhabit	general
十	ジュウ ・ ジッ ・ ジュッ ・ とお ・ と	ten	general
重	ジュウ ・ チョウ ・ え ・ おもい ・ おもり ・ おもなう ・ かさねる ・ かさなる ・ おも	heavy; heap up; pile up; nest of boxes; -fold	general
首	シュ ・ くび	neck; counter for songs and poems	general
受	ジュ ・ うける ・ -うけ ・ うかる	accept; undergo; answer (phone); take; get; catch; receive	general
収	シュウ ・ おさめる ・ おさまる	income; obtain; reap; pay; supply; store	general
州	シュウ ・ ス ・ す	state; province	general
終	シュウ ・ おわる ・ -おわる ・ おわる ・ おえる ・ つい ・ ついに	end; finish	general
手	シュ ・ ズ ・ て ・ て- ・ -て ・ た-	hand	general
種	シュ ・ たね ・ -ぐさ	species; kind; class; variety; seed	general
守	シュ ・ ス ・ まもる ・ まもり ・ もり ・ -もり ・ かみ	guard; protect; defend; obey	general
取	シュ ・ とる ・ とり ・ とり- ・ とり ・ -どり	take; fetch; take up	general
主	シュ ・ ス ・ シュウ ・ ぬし ・ おも ・ あるじ	lord; chief; master; main thing; principal	general
若	ジャク ・ ニャク ・ ニャ ・ わかい ・ わか- ・ もしくわ ・ もし ・ もしくは	young; if; perhaps; possibly; low number; immature	general
社	シャ ・ やしろ	company; firm; office; association; shrine	general
者	シャ ・ もの	someone; person	general
車	シャ ・ くるま	car	general
写	シャ ・ ジャ ・ うつす ・ うつる ・ うつ- ・ うつし	copy; be photographed; describe	general
自	ジ ・ シ ・ みずから ・ おのずから ・ おのずと	oneself	general
式	シキ	style; ceremony; rite; function; method; system; form; expression	general
識	シキ ・ しる ・ しるす	discriminating; know; write	general
七	シチ ・ なな ・ ななつ ・ なの	seven	general
失	シツ ・ うしなう ・ うせる	lose; error; fault; disadvantage; loss	general
質	シツ ・ シチ ・ チ ・ たち ・ ただす ・ もと ・ わりふ	substance; quality; matter; temperament	general
実	ジツ ・ シツ ・ み ・ みのる ・ まこと ・ まことに ・ みの ・ みちる	reality; truth	general
示	ジ ・ シ ・ しめす	show; indicate; point out; express; display	general
視	シ ・ みる	inspection; regard as; see; look at	general
試	シ ・ こころみる ・ ためす	test; try; attempt; experiment; ordeal	general
資	シ	assets; resources; capital; funds; data; be conducive to; contribute to	general
事	ジ ・ ズ ・ こと ・ つかう ・ つかえる	matter; thing; fact; business; reason; possibly	general
字	ジ ・ あざ ・ あざな ・ -な	character; letter; word; section of village	general
持	ジ ・ もつ ・ -もち ・ もてる	hold; have	general
時	ジ ・ とき ・ -どき	time; hour	general
次	ジ ・ シ ・ つぐ ・ つぎ	next; order; sequence	general
治	ジ ・ チ ・ おさめる ・ おさまる ・ なおる ・ なおす	reign; be at peace; calm down; subdue; quell; govt; cure; heal; rule; conserve	general
思	シ ・ おもう ・ おもえらく ・ おぼす	think	general
指	シ ・ ゆび ・ さす ・ -さし	finger; point to; indicate; put into; play (chess); measure (ruler)	general
支	シ ・ ささえる ・ つかえる ・ かう	branch; support; sustain; branch radical (no. 65)	general
施	シ ・ セ ・ ほどこす	alms; apply bandages; administer first-aid	general
止	シ ・ とまる ・ -どまり ・ とめる ・ -とめる ・ -どめ ・ とどめる ・ とどめ ・ とどまる ・ やめる ・ やむ ・ -やむ ・ よ	stop; halt	general
死	シ ・ しぬ ・ しに-	death; die	general
氏	シ ・ うじ ・ -うじ	family name; surname; clan	general
私	シ ・ わたくし ・ わたし	private; I; me	general
四	シ ・ よ ・ よつ ・ よっつ ・ よん	four	general
始	シ ・ はじめる ・ -はじめる ・ はじまる	commence; begin	general
姿	シ ・ すがた	figure; form; shape	general
子	シ ・ ス ・ ツ ・ こ ・ -こ ・ ね	child; sign of the rat; 11PM-1AM; first sign of Chinese zodiac	general
市	シ ・ いち	market; city; town	general
三	サン ・ ゾウ ・ み ・ みつ ・ みっつ	three	general
参	サン ・ シン ・ まいる ・ まい- ・ まじわる ・ みつ	nonplussed; three; going; coming; visiting; visit; be defeated; die; be madly in love	general
山	サン ・ セン ・ やま	mountain	general
産	サン ・ うむ ・ うまれる ・ うぶ- ・ むす	products; bear; give birth; yield; childbirth; native; property	general
算	サン ・ そろ	calculate; divining; number; abacus; probability	general
残	ザン ・ サン ・ のこる ・ のこす ・ そこなう ・ のこり	remainder; leftover; balance	general
仕	シ ・ ジ ・ つかえる	attend; doing; official; serve	general
使	シ ・ つかう ・ つかい ・ -つかい ・ -づかい	use	general
察	サツ	guess; presume; surmise; judge; understand	general
策	サク	scheme; plan; policy; step; means	general
裁	サイ ・ たつ ・ さばく	tailor; judge; decision; cut out (pattern)	general
際	サイ ・ きわ ・ -ぎわ	occasion; side; edge; verge; dangerous; adventurous; indecent; time; when	general
在	ザイ ・ ある	exist; outskirts; suburbs; located in	general
財	ザイ ・ サイ ・ ゾク ・ たから	property; money; wealth; assets	general
作	サク ・ サ ・ つくる ・ つくり ・ -づくり	make; production; prepare; build	general
昨	サク	yesterday; previous	general
差	サ ・ さす ・ さし	distinction; difference; variation; discrepancy; margin; balance	general
査	サ	investigate	general
再	サイ ・ サ ・ ふたたび	again; twice; second time	general
最	サイ ・ シュ ・ もっとも ・ つま	utmost; most; extreme	general
歳	サイ ・ セイ ・ とし ・ とせ ・ よわい	year-end; age; occasion; opportunity	general
済	サイ ・ セイ ・ すむ ・ -ずみ ・ -ずみ ・ すまない ・ すます ・ -すます ・ すくう ・ なす ・ わたし ・ わたる	finish; come to an end; excusable; need not	general
行	コウ ・ ギョウ ・ アン ・ いく ・ ゆく ・ -ゆき ・ -ゆき ・ -いき ・ -いき ・ おこなう ・ おこなう	going; journey	general
高	コウ ・ たかい ・ たか ・ -だか ・ たかまる ・ たかめる	tall; high; expensive	general
合	ゴウ ・ ガッ ・ カッ ・ あう ・ -あう ・ あい ・ あい- ・ -あい ・ -あい ・ あわす ・ あわせる ・ -あわせる	fit; suit; join; 0.1	general
告	コク ・ つげる	revelation; tell; inform; announce	general
国	コク ・ くに	country	general
今	コン ・ キン ・ いま	now	general
佐	サ	assistant; help	general
校	コウ ・ キョウ	exam; school; printing; proof; correction	general
構	コウ ・ かまえる ・ かまう	posture; build; pretend	general
港	コウ ・ みなと	harbor	general
考	コウ ・ かんがえる ・ かんがえ	consider; think over	general
公	コウ ・ ク ・ おおやけ	public; prince; official; governmental	general
口	コウ ・ ク ・ くち	mouth	general
向	コウ ・ むく ・ むい ・ -むき ・ むける ・ -むけ ・ むかう ・ むかい ・ むこう ・ むこう- ・ むこ ・ むかい	yonder; facing; beyond; confront; defy; tend toward; approach	general
好	コウ ・ このむ ・ すく ・ よい ・ いい	fond; pleasing; like something	general
工	コウ ・ ク ・ グ	craft; construction; katakana e radical (no. 48)	general
広	コウ ・ ひろい ・ ひろまる ・ ひろめる ・ ひろがる ・ ひろげる	wide; broad; spacious	general
後	ゴ ・ コウ ・ のち ・ うしろ ・ うしろ ・ あと ・ おくれる	behind; back; later	general
語	ゴ ・ かたる ・ かたらう	word; speech; language	general
護	ゴ ・ まもる	safeguard; protect	general
交	コウ ・ まじわる ・ まじえる ・ まじる ・ まじる ・ まざる ・ まぜる ・ -かう ・ かわす ・ かわす ・ こもごも	mingle; mixing; association; coming & going	general
五	ゴ ・ いつ ・ いつつ	five	general
午	ゴ ・ うま	noon; sign of the horse; 11AM-1PM; seventh sign of Chinese zodiac	general
現	ゲン ・ あらわれる ・ あらわす ・ うつつ ・ うつつ	present; existing; actual	general
言	ゲン ・ ゴン ・ いう ・ こと	say	general
限	ゲン ・ かぎる ・ かぎり ・ -かぎり	limit; restrict; to best of ability	general
個	コ ・ カ	individual; counter for articles	general
呼	コ ・ よぶ	call; call out to; invite	general
経	ケイ ・ キョウ ・ へる ・ たつ ・ たていと ・ はかる ・ のり	sutra; longitude; pass thru; expire; warp	general
計	ケイ ・ はかる ・ はからう	plot; plan; scheme; measure	general
警	ケイ ・ いましめる	admonish; commandment	general
撃	ゲキ ・ うつ	beat; attack; defeat; conquer	general
決	ケツ ・ きめる ・ -ぎめ ・ きまる ・ さく	decide; fix; agree upon; appoint	general
結	ケツ ・ ケチ ・ むすぶ ・ ゆう ・ ゆわえる	tie; bind; contract; join; organize; do up hair; fasten	general
月	ゲツ ・ ガツ ・ つき	month; moon	general
件	ケン ・ くだん	affair; case; matter; item	general
建	ケン ・ コン ・ たてる ・ たて ・ -だて ・ たつ	build	general
検	ケン ・ しらべる	examination; investigate	general
権	ケン ・ ゴン ・ おもり ・ かり ・ はかる	authority; power; rights	general
研	ケン ・ とぐ	polish; study of; sharpen	general
県	ケン ・ かける	prefecture	general
見	ケン ・ みる ・ みえる ・ みせる	see; hopes; chances; idea; opinion; look at; visible	general
験	ケン ・ ゲン ・ あかし ・ しるし ・ ためす ・ ためし	verification; effect; testing	general
元	ゲン ・ ガン ・ もと	beginning; former time; origin	general
原	ゲン ・ はら	meadow; original; primitive; field; plain; prairie; tundra; wilderness	general
減	ゲン ・ へる ・ へらす	dwindle; decrease; reduce; decline; curtail; get hungry	general
形	ケイ ・ ギョウ ・ かた ・ -がた ・ かたち ・ なり	shape; form; style	general
景	ケイ	scenery; view	general
近	キン ・ コン ・ ちかい	near; early; akin; tantamount	general
金	キン ・ コン ・ ゴン ・ かね ・ かな- ・ -がね	gold	general
銀	ギン ・ しろがね	silver	general
九	キュウ ・ ク ・ ここの ・ ここのつ	nine	general
区	ク ・ オウ ・ コウ	ward; district	general
空	クウ ・ そら ・ あく ・ あき ・ あける ・ から ・ すく ・ すかす ・ むなしい	empty; sky; void; vacant; vacuum	general
軍	グン	army; force; troops; war; battle	general
係	ケイ ・ かかる ・ かかり ・ -がかり ・ かかわる	person in charge; connection; duty; concern oneself	general
型	ケイ ・ かた ・ -がた	mould; type; model	general
教	キョウ ・ おしえる ・ おそわる	teach; faith; doctrine	general
況	キョウ ・ まして ・ いわんや ・ おもむき	condition; situation	general
業	ギョウ ・ ゴウ ・ わざ	business; vocation; arts; performance	general
局	キョク ・ つぼね	bureau; board; office; affair; conclusion; court lady; lady-in-waiting; her apartment	general
極	キョク ・ ゴク ・ きわめる ・ きわまる ・ きわまり ・ きわみ ・ きめる ・ -ぎめ ・ きまる	poles; settlement; conclusion; end; highest rank; electric poles; very; extremely; most; highly; 10**48	general
強	キョウ ・ ゴウ ・ つよい ・ つよまる ・ つよめる ・ しいる ・ こわい	strong	general
境	キョウ ・ ケイ ・ さかい	boundary; border; region	general
挙	キョ ・ あげる ・ あがる ・ こぞる	raise; plan; project; behavior; actions	general
京	キョウ ・ ケイ ・ キン ・ みやこ	capital; 10**16	general
供	キョウ ・ ク ・ クウ ・ グ ・ そなえる ・ とも ・ -ども	submit; offer; present; serve (meal); accompany	general
共	キョウ ・ とも ・ ともに ・ -ども	together; both; neither; all; and; alike; with	general
協	キョウ	co-; cooperation	general
去	キョ ・ コ ・ さる ・ -さる	gone; past; quit; leave; elapse; eliminate; divorce	general
気	キ ・ ケ ・ いき	spirit; mind; air; atmosphere; mood	general
規	キ	standard; measure	general
記	キ ・ しるす	scribe; account; narrative	general
起	キ ・ おきる ・ おこる ・ おこす ・ おこす ・ たつ	rouse; wake up; get up	general
技	ギ ・ わざ	skill; art; craft; ability; feat; performance; vocation; arts	general
疑	ギ ・ うたがう	doubt; distrust; be suspicious; question	general
義	ギ	righteousness; justice; morality; honor; loyalty; meaning	general
議	ギ	deliberation; consultation; debate; consideration	general
宮	キュウ ・ グウ ・ ク ・ クウ ・ みや	Shinto shrine; constellations; palace; princess	general
急	キュウ ・ いそぐ ・ いそぎ	hurry; emergency; sudden; steep	general
求	キュウ ・ グ ・ もとめる	request; want; wish for; require; demand	general
球	キュウ ・ たま	ball; sphere	general
究	キュウ ・ ク ・ きわめる	research; study	general
期	キ ・ ゴ	period; time; date; term	general
機	キ ・ はた	mechanism; opportunity; occasion; machine; airplane	general
基	キ ・ もと ・ もとい	fundamentals; radical (chem); counter for machines; foundation	general
間	カン ・ ケン ・ あいだ ・ ま ・ あい	interval; space	general
関	カン ・ せき ・ -ぜき ・ かかわる ・ からくり ・ かんぬき	connection; barrier; gateway; involve; concerning	general
韓	カン ・ から ・ いげた	Korea	general
含	ガン ・ ふくむ ・ ふくめる	include; bear in mind; understand; cherish	general
企	キ ・ くわだてる ・ たくらむ	undertake; scheme; design; attempt; plan	general
観	カン ・ みる ・ しめす	outlook; look; appearance; condition; view	general
株	シュ ・ かぶ	stocks; stump; shares; stock; counter for small plants	general
官	カン	bureaucrat; the government	general
幹	カン ・ みき	tree trunk	general
感	カン	emotion; feeling; sensation	general
環	カン ・ わ	ring; circle; link; wheel	general
監	カン	oversee; official; govt office; rule; administer	general
改	カイ ・ あらためる ・ あらたまる	reformation; change; modify; mend; renew; examine; inspect; search	general
海	カイ ・ うみ	sea; ocean	general
界	カイ	world	general
開	カイ ・ ひらく ・ ひらき ・ -びらき ・ ひらける ・ あく ・ あける	open; unfold; unseal	general
外	ガイ ・ ゲ ・ そと ・ ほか ・ はずす ・ はずれる ・ と-	outside	general
害	ガイ	harm; injury	general
各	カク ・ おのおの	each; every; either	general
格	カク ・ コウ ・ キャク ・ ゴウ	status; rank; capacity; character; case (law, grammar)	general
核	カク	nucleus; core; kernel	general
確	カク ・ コウ ・ たしか ・ たしかめる	assurance; firm; tight; hard; solid; confirm; clear; evident	general
閣	カク	tower; tall building; palace	general
革	カク ・ かわ	leather; become serious; skin; hide; pelt	general
学	ガク ・ まなぶ	study; learning; science	general
楽	ガク ・ ラク ・ ゴウ ・ たのしい ・ たのしむ ・ このむ	music; comfort; ease	general
額	ガク ・ ひたい	forehead; tablet; plaque; framed picture; sum; amount; volume	general
割	カツ ・ わる ・ わり ・ わり ・ われる ・ さく	proportion; comparatively; divide; cut; separate; split	general
活	カツ ・ いきる ・ いかす ・ いける	lively; resuscitation; being helped; living	general
運	ウン ・ はこぶ	carry; luck; destiny; fate; lot; transport; progress; advance	general
営	エイ ・ いとなむ ・ いとなみ	occupation; camp; perform; build; conduct (business)	general
影	エイ ・ かげ	shadow; silhouette; phantom	general
映	エイ ・ うつる ・ うつす ・ はえる ・ -ばえ	reflect; reflection; projection	general
英	エイ ・ はなぶさ	England; English	general
衛	エイ ・ エ	defense; protection	general
円	エン ・ まるい ・ まる ・ まど ・ まどか ・ まろやか	circle; yen; round	general
援	エン	abet; help; save	general
演	エン	performance; act; play; render; stage	general
応	オウ ・ ヨウ ・ -ノウ ・ あたる ・ まさに ・ こたえる	apply; answer; yes; OK; reply; accept	general
横	オウ ・ よこ	sideways; side; horizontal; width; woof	general
欧	オウ ・ うたう ・ はく	Europe	general
岡	コウ ・ おか	mount; hill; knoll	general
音	オン ・ イン ・ -ノン ・ おと ・ ね	sound; noise	general
下	カ ・ ゲ ・ した ・ しも ・ もと ・ さげる ・ さがる ・ くだる ・ くだり ・ くだす ・ -くだす ・ くださる ・ おろす ・	below; down; descend; give; low; inferior	general
化	カ ・ ケ ・ ばける ・ ばかす ・ ふける ・ けする	change; take the form of; influence; enchant; delude; -ization	general
何	カ ・ なに ・ なん ・ なに- ・ なん-	what	general
価	カ ・ ケ ・ あたい	value; price	general
加	カ ・ くわえる ・ くわわる	add; addition; increase; join; include; Canada	general
可	カ ・ コク ・ -べき ・ -べし	can; passable; mustn't; should not; do not	general
家	カ ・ ケ ・ いえ ・ や ・ うち	house; home	general
果	カ ・ はたす ・ はたす ・ -はたす ・ はてる ・ -はてる ・ はて	fruit; reward; carry out; achieve; complete; end; finish; succeed	general
課	カ	chapter; lesson; section; department; division; counter for chapters (of a book)	general
過	カ ・ すぎる ・ -すぎる ・ -すぎ ・ すごす ・ あやまつ ・ あやまち ・ よぎる	overdo; exceed; go beyond; error	general
画	ガ ・ カク ・ エ ・ カイ ・ えがく ・ かくする ・ かぎる ・ はかりごと ・ はかる	brush-stroke; picture	general
会	カイ ・ エ ・ あう ・ あわせる ・ あつまる	meeting; meet; party; association; interview; join	general
解	カイ ・ ゲ ・ とく ・ とかす ・ とける ・ ほどく ・ ほどける ・ わかる ・ さとる	unravel; notes; key; explanation; understanding; untie; undo; solve; answer; cancel; absolve; explain; minute	general
回	カイ ・ エ ・ まわる ・ -まわる ・ -まわり ・ まわす ・ -まわす ・ まわし- ・ -まわし ・ もとおる ・ かえる	-times; round; game; revolve; counter for occurrences	general
安	アン ・ やすい ・ やすまる ・ やす ・ やすらか	relax; cheap; low; quiet; rested; contented; peaceful	general
案	アン ・ つくえ	plan; suggestion; draft; ponder; fear; proposition; idea; expectation; bill; worry	general
以	イ ・ もって	by means of; because; in view of; compared with	general
位	イ ・ くらい ・ ぐらい	rank; grade; throne; crown; about; some	general
委	イ ・ ゆだねる	committee; entrust to; leave to; devote; discard	general
意	イ	idea; mind; heart; taste; thought; desire; care; liking	general
移	イ ・ うつる ・ うつす	shift; move; change; drift; catch (cold, fire); pass into	general
違	イ ・ ちがう ・ ちがい ・ ちがえる ・ -ちがえる ・ たがう ・ たがえる	difference; differ	general
医	イ ・ いやす ・ いする ・ くすし	doctor; medicine	general
井	セイ ・ ショウ ・ い	well; well crib; town; community	general
域	イキ	range; region; limits; stage; level	general
育	イク ・ そだつ ・ そだち ・ そだてる ・ はぐくむ	bring up; grow up; raise; rear	general
一	イチ ・ イツ ・ ひと- ・ ひとつ	one; one radical (no.1)	general
員	イン	employee; member; number; the one in charge	general
引	イン ・ ひく ・ ひき ・ ひき- ・ -びき ・ ひける	pull; tug; jerk; admit; install; quote; refer to	general
院	イン	Inst.; institution; temple; mansion; school	general
